age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
18,retired,single,secondary,no,8049,no,no,cellular,23,may,165,5,-1,0,unknown,no
28,entrepreneur,single,unknown,no,5441,yes,yes,unknown,23,nov,198,9,-1,0,unknown,no
45,entrepreneur,married,secondary,no,-910,yes,no,telephone,18,jan,208,3,-1,0,unknown,no
74,management,married,unknown,no,-670,yes,yes,cellular,3,aug,272,3,-1,0,unknown,no
42,student,divorced,secondary,no,943,no,no,telephone,3,jun,181,7,-1,0,unknown,no
67,self-employed,divorced,unknown,no,6792,no,no,telephone,1,jun,76,2,-1,0,unknown,no
40,self-employed,single,secondary,no,925,no,no,cellular,17,may,501,8,-1,0,unknown,yes
48,admin.,divorced,unknown,no,-2571,no,no,cellular,10,may,276,7,2,2,failure,no
47,admin.,divorced,secondary,no,-85,yes,no,telephone,27,mar,503,8,-1,0,unknown,yes
59,management,single,tertiary,no,3700,no,no,unknown,6,dec,83,6,231,3,other,no
52,blue-collar,single,primary,no,3499,yes,yes,cellular,25,mar,261,5,-1,0,unknown,no
24,entrepreneur,single,unknown,yes,820,no,no,unknown,25,feb,323,4,-1,0,unknown,no
33,blue-collar,single,secondary,no,3479,no,no,telephone,11,sep,124,8,-1,0,unknown,no
43,student,married,tertiary,no,-5416,yes,no,telephone,14,aug,431,2,76,3,success,yes
65,housemaid,single,unknown,no,1735,yes,no,telephone,17,nov,0,6,-1,0,unknown,no
74,housemaid,single,unknown,no,4012,yes,no,telephone,28,mar,233,6,-1,0,unknown,no
69,technician,single,unknown,no,-1083,no,no,telephone,7,may,245,5,-1,0,unknown,no
66,unknown,divorced,primary,no,-1093,yes,no,telephone,22,oct,196,2,-1,0,unknown,no
19,admin.,single,secondary,no,-4193,yes,no,unknown,4,may,256,5,-1,0,unknown,no
18,technician,married,secondary,no,6206,no,no,cellular,11,aug,47,3,-1,0,unknown,no
65,retired,married,unknown,no,-743,yes,no,telephone,19,jun,297,7,376,1,other,yes
29,management,single,unknown,no,2148,yes,no,cellular,9,jul,105,7,-1,0,unknown,no
22,management,married,unknown,no,3240,no,no,unknown,26,may,155,8,-1,0,unknown,no
54,housemaid,divorced,tertiary,no,5972,yes,no,telephone,21,dec,104,9,351,1,failure,no
49,self-employed,single,unknown,no,959,no,no,telephone,8,jan,165,1,-1,0,unknown,no
72,entrepreneur,married,primary,no,-200,yes,no,cellular,20,aug,250,4,322,3,success,no
26,blue-collar,married,secondary,no,1943,yes,yes,cellular,4,apr,470,6,-1,0,unknown,yes
58,admin.,single,primary,no,5286,yes,no,cellular,16,may,170,7,-1,0,unknown,no
52,technician,married,unknown,no,910,yes,no,telephone,6,jan,100,5,-1,0,unknown,no
36,blue-collar,single,tertiary,no,-1450,no,no,cellular,6,mar,172,6,146,1,success,no
65,self-employed,married,unknown,no,-3213,no,no,cellular,19,feb,301,1,65,4,success,no
33,technician,divorced,unknown,no,-2251,yes,no,unknown,31,dec,109,5,-1,0,unknown,no
20,unknown,married,unknown,no,4023,yes,no,telephone,2,feb,138,2,-1,0,unknown,no
37,retired,married,unknown,no,458,yes,no,telephone,11,jan,213,2,292,3,other,no
41,retired,single,unknown,no,-405,yes,no,telephone,25,jun,89,1,370,2,other,no
71,blue-collar,married,secondary,no,-731,yes,no,cellular,18,aug,60,9,-1,0,unknown,no
73,blue-collar,single,primary,no,1678,no,no,unknown,9,mar,39,4,-1,0,unknown,no
50,blue-collar,divorced,tertiary,no,702,yes,no,cellular,28,jan,112,4,142,4,success,no
41,technician,single,unknown,no,601,yes,no,telephone,16,oct,12,9,-1,0,unknown,no
69,unknown,single,tertiary,no,5483,yes,no,cellular,11,feb,225,5,-1,0,unknown,no
28,services,married,secondary,no,6050,yes,no,telephone,14,mar,49,4,237,1,success,no
66,blue-collar,divorced,primary,no,-3421,no,no,cellular,8,jun,122,7,-1,0,unknown,no
25,entrepreneur,single,unknown,no,2408,yes,yes,cellular,27,mar,80,5,306,1,failure,no
53,student,married,secondary,no,-914,yes,no,telephone,13,sep,256,8,-1,0,unknown,no
55,self-employed,married,secondary,no,676,yes,yes,cellular,10,dec,490,3,-1,0,unknown,yes
57,student,single,primary,no,2353,no,no,telephone,23,jan,258,8,-1,0,unknown,no
37,admin.,married,unknown,no,782,yes,no,cellular,12,jul,201,6,-1,0,unknown,no
52,admin.,single,primary,no,2116,no,no,cellular,21,oct,285,9,-1,0,unknown,no
65,self-employed,single,primary,no,3447,yes,no,cellular,29,aug,7,6,-1,0,unknown,no
42,technician,single,tertiary,no,2309,no,no,telephone,3,sep,33,4,-1,0,unknown,no
52,self-employed,divorced,tertiary,no,-523,no,no,cellular,2,aug,25,2,-1,0,unknown,no
42,student,single,primary,no,-470,yes,no,cellular,11,may,26,3,112,2,success,no
46,student,married,tertiary,no,-2909,no,no,unknown,24,jan,77,7,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,-1146,no,no,unknown,18,jan,195,5,-1,0,unknown,no
63,housemaid,married,primary,no,7326,yes,no,telephone,24,aug,31,7,-1,0,unknown,no
35,management,divorced,unknown,no,-960,yes,no,telephone,21,jul,705,7,-1,0,unknown,yes
19,services,divorced,unknown,no,-2167,no,no,telephone,25,may,496,6,-1,0,unknown,yes
71,student,divorced,secondary,yes,2385,no,no,telephone,4,oct,919,2,-1,0,unknown,yes
52,entrepreneur,divorced,unknown,no,1090,no,no,cellular,8,mar,11,5,159,4,other,no
33,self-employed,married,unknown,no,834,no,no,cellular,29,sep,491,6,-1,0,unknown,yes
58,unknown,single,primary,no,5662,no,no,telephone,11,apr,420,8,8,3,success,yes
53,housemaid,married,secondary,no,3075,no,no,telephone,15,jun,599,1,95,4,other,yes
50,student,single,primary,no,-171,no,no,unknown,23,nov,193,7,-1,0,unknown,no
21,self-employed,married,secondary,no,145,yes,no,telephone,28,apr,400,5,-1,0,unknown,yes
50,retired,divorced,primary,no,-89,no,no,unknown,24,sep,13,7,182,4,failure,no
31,housemaid,divorced,primary,no,4055,yes,no,telephone,21,apr,20,3,96,4,success,no
38,technician,single,tertiary,no,495,yes,no,telephone,2,aug,32,4,-1,0,unknown,no
65,services,single,unknown,no,-3972,no,yes,cellular,23,nov,635,2,-1,0,unknown,yes
37,unemployed,married,secondary,no,1277,yes,no,telephone,19,dec,16,6,-1,0,unknown,no
73,unemployed,single,unknown,no,-3201,yes,no,unknown,15,dec,27,5,-1,0,unknown,no
25,blue-collar,married,tertiary,no,7995,yes,no,cellular,29,mar,687,1,289,2,other,yes
24,blue-collar,single,secondary,no,-1482,no,no,unknown,26,aug,29,1,386,2,failure,no
20,technician,single,tertiary,no,935,no,yes,telephone,26,nov,525,8,-1,0,unknown,yes
34,unknown,single,unknown,no,2199,yes,no,cellular,26,mar,401,8,-1,0,unknown,no
50,blue-collar,divorced,primary,no,554,yes,no,unknown,31,nov,10,6,-1,0,unknown,no
65,management,divorced,tertiary,no,550,yes,no,telephone,28,may,5,9,-1,0,unknown,no
29,student,married,tertiary,no,2692,yes,no,unknown,27,jan,197,1,-1,0,unknown,no
68,services,single,primary,no,6015,yes,no,telephone,26,jun,1514,8,-1,0,unknown,yes
39,self-employed,married,unknown,no,3732,yes,yes,unknown,13,nov,544,2,-1,0,unknown,yes
72,technician,single,tertiary,no,5871,yes,no,telephone,2,feb,95,8,-1,0,unknown,no
39,admin.,divorced,unknown,no,-1726,yes,no,unknown,3,dec,125,3,-1,0,unknown,no
63,self-employed,divorced,primary,no,2377,yes,no,cellular,30,mar,126,6,-1,0,unknown,no
47,self-employed,single,secondary,no,1890,no,no,telephone,14,nov,341,7,66,1,success,yes
55,retired,single,tertiary,no,2479,no,no,telephone,20,jan,107,3,135,2,success,no
55,technician,divorced,unknown,no,5564,no,yes,unknown,26,nov,41,2,-1,0,unknown,no
62,technician,divorced,primary,no,758,no,no,telephone,13,jun,354,1,-1,0,unknown,no
68,unemployed,married,primary,no,202,yes,yes,cellular,27,may,158,5,-1,0,unknown,no
71,entrepreneur,divorced,tertiary,no,3029,no,yes,unknown,23,oct,20,1,-1,0,unknown,no
25,unknown,single,secondary,no,-3927,yes,no,unknown,26,feb,402,1,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,710,no,no,unknown,16,nov,227,5,-1,0,unknown,no
44,management,single,unknown,no,1019,no,yes,cellular,31,aug,173,3,148,3,success,no
51,admin.,married,primary,no,-1346,no,no,cellular,12,sep,288,3,261,1,failure,no
38,self-employed,single,secondary,no,4603,no,no,telephone,1,mar,181,7,324,4,failure,no
47,unemployed,divorced,unknown,no,-1773,no,no,unknown,6,dec,269,3,-1,0,unknown,no
50,admin.,single,tertiary,no,1014,no,no,cellular,13,jun,521,2,-1,0,unknown,yes
45,self-employed,married,primary,no,2305,yes,no,telephone,22,jun,245,3,-1,0,unknown,no
64,management,single,tertiary,no,5495,no,no,cellular,24,oct,278,4,-1,0,unknown,no
50,entrepreneur,married,secondary,no,1391,yes,yes,cellular,2,jun,245,9,-1,0,unknown,no
22,technician,single,secondary,no,4239,no,no,cellular,18,aug,195,2,-1,0,unknown,no
65,blue-collar,divorced,secondary,no,3531,yes,no,telephone,17,dec,48,6,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,1794,yes,yes,cellular,19,may,105,5,-1,0,unknown,no
21,student,single,secondary,no,-1855,no,yes,cellular,23,oct,304,6,220,2,success,no
52,housemaid,single,tertiary,no,-2893,yes,yes,cellular,15,oct,142,5,-1,0,unknown,no
66,retired,single,secondary,no,1743,no,yes,unknown,8,aug,134,6,-1,0,unknown,no
34,unknown,married,secondary,no,-209,yes,no,cellular,23,dec,367,4,-1,0,unknown,no
61,management,single,primary,no,4189,no,no,unknown,9,mar,1,8,-1,0,unknown,no
45,retired,single,secondary,no,3667,no,no,cellular,31,jul,293,9,-1,0,unknown,no
47,student,married,primary,no,867,no,no,unknown,8,jan,173,7,-1,0,unknown,no
46,student,divorced,primary,no,-2060,yes,no,cellular,8,apr,121,1,-1,0,unknown,no
63,unknown,single,primary,no,2959,yes,no,unknown,11,may,107,5,-1,0,unknown,no
70,self-employed,single,tertiary,no,-1640,no,no,unknown,18,jul,48,7,-1,0,unknown,no
23,retired,divorced,tertiary,no,-859,yes,yes,unknown,17,jun,104,5,-1,0,unknown,no
52,entrepreneur,divorced,unknown,no,-1524,yes,no,cellular,22,jun,128,5,-1,0,unknown,no
58,unknown,married,unknown,no,1006,no,no,telephone,23,feb,148,5,366,4,failure,no
54,student,single,primary,no,4944,yes,no,unknown,6,nov,287,5,-1,0,unknown,no
41,entrepreneur,single,tertiary,no,1407,yes,yes,unknown,23,feb,155,5,-1,0,unknown,no
46,technician,married,secondary,no,89,yes,no,unknown,24,feb,410,1,-1,0,unknown,yes
66,unemployed,divorced,unknown,no,-3167,yes,no,unknown,2,oct,263,6,-1,0,unknown,no
63,entrepreneur,married,tertiary,no,3084,no,no,unknown,1,dec,54,6,-1,0,unknown,no
70,self-employed,divorced,secondary,no,-925,yes,yes,telephone,10,aug,83,8,-1,0,unknown,no
48,blue-collar,married,secondary,no,1776,no,no,cellular,8,jul,21,5,-1,0,unknown,no
52,retired,divorced,tertiary,no,357,yes,no,telephone,16,jan,751,2,-1,0,unknown,yes
50,self-employed,married,unknown,no,3945,yes,no,cellular,24,sep,561,7,-1,0,unknown,yes
69,housemaid,divorced,tertiary,no,949,no,no,telephone,14,nov,22,1,-1,0,unknown,no
38,services,divorced,unknown,no,1245,yes,no,cellular,24,nov,220,5,-1,0,unknown,no
49,student,divorced,primary,no,2884,no,no,unknown,16,aug,833,5,-1,0,unknown,yes
40,unknown,divorced,tertiary,no,7762,no,no,cellular,14,sep,354,3,-1,0,unknown,no
50,management,divorced,tertiary,no,4096,yes,no,cellular,26,apr,174,2,-1,0,unknown,no
20,housemaid,single,unknown,no,1156,no,yes,unknown,7,may,71,4,-1,0,unknown,no
35,blue-collar,divorced,unknown,no,1432,yes,no,unknown,18,nov,84,7,-1,0,unknown,no
42,entrepreneur,single,tertiary,no,-156,yes,no,cellular,20,may,343,3,-1,0,unknown,no
59,unemployed,divorced,secondary,no,-1435,yes,no,cellular,9,nov,391,6,-1,0,unknown,no
48,self-employed,single,secondary,no,-240,no,no,unknown,24,sep,194,7,-1,0,unknown,no
71,technician,single,secondary,no,-900,yes,no,telephone,4,aug,33,2,126,4,failure,no
20,services,married,primary,no,3388,no,yes,unknown,24,oct,700,3,-1,0,unknown,yes
57,admin.,divorced,primary,no,-1800,yes,no,cellular,26,jun,480,9,194,2,other,yes
63,housemaid,married,unknown,no,5434,yes,no,cellular,29,nov,39,1,-1,0,unknown,no
41,unemployed,married,primary,no,3685,yes,no,cellular,16,oct,15,8,-1,0,unknown,no
67,admin.,divorced,secondary,no,1484,no,no,unknown,22,nov,198,1,-1,0,unknown,no
49,services,married,tertiary,no,1423,no,no,unknown,11,oct,86,3,192,1,failure,no
64,management,divorced,primary,no,-253,yes,no,telephone,9,jan,85,6,-1,0,unknown,no
39,management,married,primary,no,2235,no,no,cellular,17,jul,23,8,-1,0,unknown,no
40,retired,divorced,secondary,no,4697,yes,no,cellular,22,sep,790,7,246,2,success,yes
19,services,divorced,primary,no,-692,no,no,unknown,11,dec,457,3,-1,0,unknown,yes
44,services,divorced,unknown,no,-3190,no,no,cellular,20,apr,31,6,-1,0,unknown,no
59,admin.,single,tertiary,no,3538,no,no,telephone,3,apr,539,1,-1,0,unknown,yes
19,unemployed,married,secondary,no,2399,no,no,unknown,21,may,296,8,109,1,failure,no
43,self-employed,single,unknown,no,-1947,yes,no,cellular,26,aug,101,9,-1,0,unknown,no
34,unknown,married,secondary,no,-783,no,no,unknown,11,nov,528,9,-1,0,unknown,yes
57,admin.,married,unknown,no,-1162,no,no,unknown,8,may,235,4,-1,0,unknown,no
50,technician,married,tertiary,no,-757,yes,yes,telephone,31,apr,487,4,292,3,failure,yes
26,management,single,tertiary,no,449,no,no,unknown,27,aug,163,7,-1,0,unknown,no
60,management,married,unknown,no,620,yes,no,cellular,10,nov,179,7,-1,0,unknown,no
71,retired,single,unknown,no,-535,yes,no,telephone,6,may,88,6,-1,0,unknown,no
65,self-employed,divorced,unknown,no,-858,yes,no,unknown,17,aug,126,7,-1,0,unknown,no
56,technician,married,unknown,no,734,yes,yes,cellular,6,jan,216,1,-1,0,unknown,no
46,management,married,unknown,no,1927,yes,no,unknown,7,mar,758,9,69,1,success,yes
59,admin.,divorced,unknown,no,471,no,no,unknown,13,jul,236,6,-1,0,unknown,no
72,technician,divorced,tertiary,no,4909,yes,no,telephone,6,dec,41,8,56,3,other,no
43,admin.,married,unknown,no,2951,no,yes,telephone,3,jan,1,5,-1,0,unknown,no
52,unknown,divorced,primary,no,-3363,yes,yes,telephone,27,nov,491,7,-1,0,unknown,yes
67,unknown,single,tertiary,no,2998,yes,no,telephone,25,may,116,3,-1,0,unknown,no
42,management,single,secondary,no,3245,yes,no,cellular,13,jun,97,1,-1,0,unknown,no
41,management,married,tertiary,no,114,yes,yes,unknown,10,dec,416,7,-1,0,unknown,yes
30,unemployed,single,secondary,no,-3076,no,yes,telephone,26,jan,750,5,-1,0,unknown,yes
24,unknown,single,secondary,no,1447,no,no,cellular,4,jul,355,1,389,4,success,no
74,self-employed,married,primary,no,1399,yes,no,telephone,5,sep,49,9,-1,0,unknown,no
53,self-employed,divorced,unknown,no,-1952,yes,yes,unknown,21,sep,128,9,194,1,failure,no
62,housemaid,married,unknown,no,-2943,no,no,telephone,19,mar,367,6,71,3,other,yes
37,housemaid,single,tertiary,no,1159,yes,no,unknown,28,apr,612,9,-1,0,unknown,yes
18,retired,married,unknown,no,721,yes,no,unknown,18,jan,1695,7,337,3,success,yes
25,unknown,married,primary,no,167,no,no,cellular,24,apr,184,8,-1,0,unknown,no
63,admin.,single,tertiary,no,1172,yes,no,telephone,7,may,446,2,-1,0,unknown,yes
33,admin.,single,tertiary,no,-1895,no,no,telephone,21,jul,12,2,321,1,failure,no
31,blue-collar,married,tertiary,no,114,no,no,unknown,29,may,86,4,-1,0,unknown,no
29,technician,single,unknown,no,3027,yes,no,telephone,1,aug,119,1,-1,0,unknown,no
68,entrepreneur,single,unknown,no,369,yes,no,unknown,26,jul,957,8,-1,0,unknown,yes
40,housemaid,single,unknown,no,-3607,no,no,cellular,17,jan,0,5,-1,0,unknown,no
32,management,single,tertiary,no,0,yes,no,telephone,24,dec,94,7,-1,0,unknown,no
45,retired,single,tertiary,no,-1797,no,no,unknown,20,feb,687,2,-1,0,unknown,yes
51,self-employed,single,secondary,no,2226,no,no,telephone,29,jul,94,5,-1,0,unknown,no
19,entrepreneur,divorced,secondary,no,2382,yes,no,telephone,20,mar,65,9,336,2,other,no
49,services,married,unknown,no,-3568,no,no,cellular,30,feb,337,9,137,1,success,yes
40,retired,single,tertiary,no,3706,yes,yes,unknown,25,nov,352,2,-1,0,unknown,no
39,services,married,unknown,no,-1923,yes,yes,cellular,18,dec,164,2,-1,0,unknown,no
68,student,divorced,unknown,no,6114,no,no,cellular,5,sep,757,5,-1,0,unknown,yes
42,unknown,single,secondary,no,1276,no,no,cellular,22,dec,58,3,353,1,success,no
39,services,married,primary,no,-2327,no,no,unknown,6,oct,631,1,-1,0,unknown,yes
39,services,single,unknown,no,-2013,yes,no,unknown,10,aug,363,1,-1,0,unknown,yes
66,student,single,primary,no,2470,no,no,telephone,28,aug,118,5,65,1,failure,no
69,unemployed,single,primary,no,245,yes,no,unknown,30,mar,424,3,-1,0,unknown,yes
59,unemployed,single,tertiary,no,1132,no,no,cellular,19,nov,36,9,-1,0,unknown,no
23,unemployed,single,tertiary,no,6275,yes,yes,unknown,10,oct,36,3,-1,0,unknown,no
32,unknown,single,unknown,no,-681,no,yes,telephone,6,sep,685,3,201,4,failure,yes
71,entrepreneur,single,secondary,no,1603,no,yes,cellular,10,aug,25,3,-1,0,unknown,no
60,retired,divorced,secondary,no,5695,no,no,telephone,10,dec,1,1,-1,0,unknown,no
54,retired,divorced,unknown,no,2236,no,no,unknown,21,feb,127,3,50,1,failure,no
50,management,single,unknown,no,-3411,no,no,telephone,12,jul,28,5,379,1,success,no
25,unemployed,single,secondary,no,2943,no,no,telephone,24,aug,512,8,-1,0,unknown,yes
70,unknown,divorced,primary,no,-2076,no,no,unknown,4,dec,660,7,-1,0,unknown,yes
61,management,divorced,unknown,no,5656,no,no,telephone,13,jul,169,4,-1,0,unknown,no
61,technician,divorced,primary,no,-1053,no,no,unknown,26,sep,142,4,-1,0,unknown,no
22,management,single,unknown,no,10358,yes,no,cellular,10,jul,199,4,-1,0,unknown,no
56,entrepreneur,married,unknown,no,5838,yes,yes,telephone,16,dec,66,8,-1,0,unknown,no
21,housemaid,married,primary,no,-974,no,no,cellular,19,jul,91,8,-1,0,unknown,no
23,services,married,primary,no,1483,yes,yes,unknown,6,jan,27,2,-1,0,unknown,no
62,unemployed,married,secondary,no,3690,no,no,unknown,26,feb,152,7,-1,0,unknown,no
49,student,single,unknown,no,3781,yes,no,telephone,30,may,244,5,-1,0,unknown,no
69,housemaid,married,tertiary,no,2753,yes,no,telephone,9,nov,686,2,313,4,failure,yes
47,self-employed,divorced,tertiary,no,5190,no,no,unknown,14,jan,346,3,-1,0,unknown,yes
64,management,divorced,unknown,no,1052,no,no,unknown,24,dec,331,7,-1,0,unknown,no
52,unknown,married,unknown,no,319,yes,no,cellular,10,oct,94,6,-1,0,unknown,no
72,services,divorced,unknown,no,379,no,yes,cellular,8,jul,565,6,-1,0,unknown,yes
57,retired,single,primary,no,4005,no,no,telephone,3,may,757,7,-1,0,unknown,yes
69,admin.,married,tertiary,no,2521,yes,no,telephone,17,may,694,6,-1,0,unknown,yes
33,services,married,tertiary,no,2299,yes,no,telephone,19,aug,10,2,-1,0,unknown,no
30,entrepreneur,single,tertiary,no,3815,yes,no,telephone,30,sep,239,8,-1,0,unknown,no
67,self-employed,divorced,unknown,no,-4748,yes,yes,telephone,3,oct,265,7,-1,0,unknown,no
59,entrepreneur,single,primary,no,2355,yes,no,telephone,14,jan,90,6,-1,0,unknown,no
47,management,single,unknown,no,2080,yes,no,telephone,28,oct,1259,5,-1,0,unknown,yes
36,technician,divorced,secondary,no,6444,yes,no,telephone,6,apr,88,6,-1,0,unknown,no
34,entrepreneur,single,secondary,no,-3176,no,no,cellular,29,nov,62,3,-1,0,unknown,no
73,entrepreneur,divorced,tertiary,no,6108,no,no,unknown,19,feb,170,2,-1,0,unknown,no
36,unknown,divorced,unknown,no,1649,no,yes,unknown,18,sep,100,9,-1,0,unknown,no
45,management,single,secondary,no,2894,yes,no,telephone,12,sep,664,1,-1,0,unknown,yes
72,services,divorced,secondary,no,6465,no,yes,unknown,15,jan,149,2,-1,0,unknown,no
43,technician,single,unknown,no,3110,no,no,telephone,25,mar,136,1,-1,0,unknown,no
54,housemaid,divorced,primary,no,2627,yes,no,cellular,6,oct,253,8,-1,0,unknown,no
43,admin.,married,unknown,no,2152,no,no,telephone,21,aug,21,4,44,2,other,no
70,unemployed,divorced,unknown,no,-31,no,no,cellular,12,feb,364,6,-1,0,unknown,no
40,retired,divorced,primary,no,1337,no,no,cellular,19,feb,377,5,99,4,failure,no
26,entrepreneur,single,tertiary,no,-729,no,no,cellular,7,feb,165,8,342,1,success,no
29,management,divorced,tertiary,no,1288,yes,no,telephone,23,may,804,7,-1,0,unknown,yes
70,unemployed,married,tertiary,no,-5605,yes,no,cellular,20,sep,223,1,-1,0,unknown,no
18,retired,married,primary,no,2713,yes,no,telephone,10,jul,306,8,-1,0,unknown,no
18,retired,divorced,secondary,no,1056,yes,yes,cellular,18,jul,666,4,-1,0,unknown,yes
64,housemaid,divorced,primary,no,411,yes,no,cellular,2,feb,283,7,-1,0,unknown,no
51,housemaid,married,unknown,no,2084,no,no,unknown,13,feb,145,3,-1,0,unknown,no
49,housemaid,single,primary,no,-2890,yes,no,telephone,15,may,6,2,-1,0,unknown,no
71,student,married,secondary,yes,7228,no,no,unknown,28,dec,336,1,-1,0,unknown,yes
65,blue-collar,married,secondary,no,1113,no,no,cellular,24,jul,863,5,239,2,other,yes
42,blue-collar,divorced,unknown,no,984,yes,no,unknown,4,jul,163,3,-1,0,unknown,no
57,retired,divorced,tertiary,no,-1481,yes,no,cellular,7,sep,107,3,175,2,failure,no
62,housemaid,married,secondary,no,1495,yes,no,unknown,3,mar,188,8,-1,0,unknown,no
70,unknown,single,secondary,no,5596,no,no,unknown,25,jan,336,1,-1,0,unknown,no
